case_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
21,0.4,1,0,0.4948453608247422,0.4872448979591837,0.5555555555555556,0.025,0.3264604810996563,0.0824742268041237,0.455012853470437,0.4149659863945578,0
22,0.8,1,0,0.5773195876288659,0.3494897959183674,0.7777777777777777,0.3833333333333334,0.1305841924398625,0.5824742268041236,0.5629820051413882,0.3673469387755102,0
23,0.8,1,1,0.6494845360824741,0.6479591836734693,0.8888888888888888,0.0183333333333333,0.4501718213058419,0.0876288659793814,0.493573264781491,0.5782312925170069,0
24,0.0,0,1,0.0309278350515463,0.0280612244897959,0.0,0.4183333333333334,0.0309278350515463,0.0309278350515463,0.0205655526992287,0.0204081632653061,1
25,0.0,0,0,0.4845360824742268,0.2423469387755102,0.7777777777777777,0.04,0.1305841924398625,0.4484536082474226,0.2493573264781491,0.2244897959183673,0
26,1.0,0,0,0.2989690721649484,0.2346938775510204,1.0,0.3566666666666667,0.2714776632302405,0.1597938144329896,0.1619537275064267,0.1768707482993197,0
27,0.8,1,0,0.8247422680412371,0.7091836734693877,0.5555555555555556,0.6600000000000001,0.3951890034364261,0.5463917525773195,0.6426735218508998,0.489795918367347,1
28,0.8,0,1,0.2268041237113401,0.135204081632653,0.1111111111111111,0.6033333333333335,0.1546391752577319,0.2164948453608247,0.1311053984575835,0.1700680272108843,1
29,1.0,0,1,0.7010309278350515,0.6045918367346939,0.2222222222222222,0.06,0.0790378006872852,0.61340206185567,0.699228791773779,0.6598639455782314,0
30,0.6000000000000001,0,1,0.9072164948453608,0.7959183673469387,0.4444444444444445,0.9166666666666669,0.7491408934707904,0.6391752577319587,0.8586118251928021,0.54421768707483,1
31,0.4,0,0,0.9896907216494844,0.6377551020408162,0.5555555555555556,0.0216666666666667,0.6941580756013745,0.268041237113402,0.647814910025707,0.6326530612244898,0
32,0.4,1,0,0.5670103092783505,0.298469387755102,0.2222222222222222,0.1050000000000001,0.1237113402061855,0.3814432989690721,0.5501285347043703,0.2925170068027211,0
33,0.2,0,1,0.0618556701030927,0.0331632653061224,0.4444444444444445,0.2266666666666666,0.0240549828178694,0.0103092783505154,0.0488431876606683,0.0680272108843537,0
34,1.0,0,1,0.845360824742268,0.5535714285714285,0.0,0.8833333333333335,0.1305841924398625,0.2010309278350515,0.5038560411311055,0.3673469387755102,1
35,0.6000000000000001,1,0,0.4845360824742268,0.2959183673469387,0.3333333333333333,0.52,0.3333333333333333,0.0618556701030927,0.480719794344473,0.3945578231292517,1
36,0.4,1,1,0.1546391752577319,0.0790816326530612,0.3333333333333333,0.6516666666666668,0.0927835051546391,0.1443298969072164,0.1465295629820051,0.0612244897959183,1
37,0.6000000000000001,0,0,0.1443298969072164,0.1505102040816326,0.8888888888888888,0.56,0.1168384879725085,0.0360824742268041,0.1285347043701799,0.0952380952380952,1
38,1.0,1,1,0.8041237113402061,0.6862244897959183,0.2222222222222222,0.08,0.2199312714776632,0.0154639175257731,0.4215938303341902,0.4829931972789116,0
39,1.0,1,0,0.3505154639175258,0.1887755102040816,0.7777777777777777,0.8833333333333335,0.2405498281786941,0.0670103092783505,0.2493573264781491,0.1972789115646258,1
40,0.6000000000000001,0,1,0.134020618556701,0.1224489795918367,0.2222222222222222,0.0866666666666666,0.0034364261168384,0.0103092783505154,0.1362467866323907,0.0612244897959183,0
41,0.2,1,0,0.7835051546391752,0.4540816326530612,0.0,0.6866666666666668,0.2955326460481099,0.5773195876288659,0.5501285347043703,0.6122448979591837,1
42,0.4,0,0,0.9175257731958762,0.6275510204081632,0.7777777777777777,0.8700000000000001,0.7663230240549828,0.6237113402061856,0.7892030848329049,0.3537414965986394,1
43,0.6000000000000001,1,0,0.1237113402061855,0.0790816326530612,0.2222222222222222,0.4,0.0068728522336769,0.0773195876288659,0.0925449871465295,0.054421768707483,0
44,0.4,1,1,0.0618556701030927,0.0510204081632653,0.5555555555555556,0.07,0.0756013745704467,0.0670103092783505,0.0385604113110539,0.054421768707483,0
45,1.0,1,0,0.6494845360824741,0.3341836734693877,0.8888888888888888,0.8116666666666668,0.6254295532646048,0.0154639175257731,0.4087403598971722,0.3673469387755102,1
46,0.8,1,0,0.8041237113402061,0.7015306122448979,0.7777777777777777,0.0516666666666667,0.4467353951890034,0.3247422680412371,0.5424164524421594,0.7414965986394558,0
47,0.6000000000000001,0,1,0.4123711340206186,0.3647959183673469,0.2222222222222222,0.6316666666666668,0.0824742268041237,0.3556701030927835,0.2159383033419023,0.3333333333333333,1
48,0.2,1,1,0.4845360824742268,0.4795918367346938,0.6666666666666665,0.6283333333333334,0.1855670103092783,0.4690721649484536,0.4473007712082262,0.4421768707482993,1
49,0.6000000000000001,0,0,0.5463917525773195,0.5153061224489796,0.5555555555555556,0.5566666666666666,0.0274914089347079,0.4432989690721649,0.467866323907455,0.5578231292517007,1
50,0.2,0,1,0.958762886597938,0.4795918367346938,0.7777777777777777,0.6033333333333335,0.0034364261168384,0.5412371134020618,0.961439588688946,0.7959183673469389,1
51,0.8,1,0,0.7319587628865979,0.6403061224489796,0.7777777777777777,0.3366666666666666,0.0171821305841924,0.0927835051546391,0.519280205655527,0.7142857142857143,0
52,0.4,1,0,0.8762886597938143,0.6224489795918366,0.4444444444444445,0.2250000000000001,0.2336769759450171,0.1804123711340206,0.5526992287917738,0.7687074829931974,0
53,1.0,0,0,0.3711340206185567,0.1862244897959183,0.1111111111111111,0.6483333333333334,0.2989690721649484,0.0051546391752577,0.2313624678663239,0.2312925170068027,1
54,0.2,0,1,0.845360824742268,0.5790816326530611,0.5555555555555556,0.595,0.5292096219931272,0.7628865979381443,0.8123393316195373,0.5578231292517007,1
55,0.4,1,1,0.5051546391752577,0.4948979591836734,1.0,0.4833333333333334,0.2542955326460481,0.479381443298969,0.4910025706940874,0.2312925170068027,1
56,1.0,0,0,0.6701030927835051,0.6173469387755102,0.5555555555555556,0.8633333333333335,0.0412371134020618,0.2886597938144329,0.4113110539845758,0.4217687074829932,1
57,0.4,0,0,0.422680412371134,0.2627551020408163,0.8888888888888888,0.2183333333333333,0.0721649484536082,0.0773195876288659,0.2313624678663239,0.3537414965986394,0
58,1.0,1,1,0.9381443298969072,0.770408163265306,0.8888888888888888,0.9016666666666668,0.6632302405498282,0.5309278350515464,0.8817480719794345,0.5918367346938775,1
59,0.2,1,0,0.7422680412371133,0.461734693877551,1.0,0.2016666666666666,0.6357388316151202,0.4690721649484536,0.442159383033419,0.2789115646258503,0
60,0.8,0,1,0.5463917525773195,0.4566326530612244,0.7777777777777777,0.8283333333333334,0.0,0.2525773195876288,0.4704370179948586,0.326530612244898,1
61,0.4,0,0,0.8556701030927835,0.4744897959183673,0.8888888888888888,0.2966666666666667,0.8178694158075601,0.8402061855670103,0.6580976863753214,0.7755102040816327,0
62,0.6000000000000001,0,1,0.9690721649484536,0.770408163265306,0.8888888888888888,0.615,0.1615120274914089,0.0979381443298969,0.673521850899743,0.6326530612244898,1
63,1.0,0,1,0.8865979381443299,0.7295918367346939,0.2222222222222222,0.1083333333333333,0.8384879725085911,0.4432989690721649,0.6966580976863754,0.3197278911564626,0
64,0.6000000000000001,0,1,0.3195876288659794,0.183673469387755,1.0,0.4766666666666667,0.0549828178694158,0.2886597938144329,0.2622107969151671,0.1972789115646258,1
65,0.8,1,1,0.3814432989690722,0.3061224489795918,0.8888888888888888,0.8066666666666666,0.2611683848797251,0.3556701030927835,0.3290488431876606,0.1904761904761905,1
66,0.2,1,0,0.4020618556701031,0.2551020408163265,0.5555555555555556,0.1066666666666666,0.3264604810996563,0.3144329896907216,0.3753213367609254,0.1904761904761905,0
67,0.6000000000000001,0,0,0.8350515463917525,0.7346938775510203,0.4444444444444445,0.6916666666666667,0.2096219931271477,0.61340206185567,0.6118251928020566,0.8095238095238095,1
68,0.0,0,1,0.2577319587628866,0.2499999999999999,1.0,0.655,0.0068728522336769,0.0876288659793814,0.1439588688946015,0.0952380952380952,0
69,0.8,1,0,0.556701030927835,0.3086734693877551,0.1111111111111111,0.7950000000000002,0.1890034364261168,0.1597938144329896,0.2956298200514138,0.3741496598639456,1
70,0.0,1,0,0.1752577319587628,0.1198979591836734,0.5555555555555556,0.02,0.1374570446735395,0.1443298969072164,0.1182519280205655,0.163265306122449,0
71,0.8,0,1,0.0309278350515463,0.0306122448979591,1.0,0.0666666666666666,0.0034364261168384,0.0103092783505154,0.0411311053984575,0.0408163265306122,0
72,1.0,1,1,0.5257731958762886,0.4668367346938775,0.1111111111111111,0.1433333333333334,0.0927835051546391,0.5,0.2982005141388175,0.2857142857142857,1
73,1.0,0,0,0.7010309278350515,0.4591836734693877,0.1111111111111111,0.1966666666666666,0.6323024054982818,0.6030927835051546,0.544987146529563,0.5170068027210885,0
74,0.6000000000000001,0,1,0.5773195876288659,0.4183673469387755,0.7777777777777777,0.7250000000000001,0.134020618556701,0.4845360824742268,0.3161953727506427,0.380952380952381,1
75,0.4,0,0,0.2474226804123711,0.2066326530612244,0.2222222222222222,0.3233333333333333,0.2233676975945017,0.1958762886597938,0.1362467866323907,0.1360544217687075,0
76,0.4,0,0,0.1752577319587628,0.1581632653061224,0.8888888888888888,0.6183333333333334,0.0206185567010309,0.1288659793814432,0.1156812339331619,0.0748299319727891,1
77,0.8,1,0,0.5670103092783505,0.3698979591836734,0.7777777777777777,0.6616666666666668,0.4914089347079037,0.4020618556701031,0.3239074550128534,0.4285714285714286,1
78,0.0,1,0,0.9072164948453608,0.846938775510204,0.3333333333333333,0.8350000000000002,0.3986254295532646,0.4587628865979381,0.9023136246786632,0.7551020408163266,1
79,0.4,0,0,0.8556701030927835,0.7423469387755102,0.5555555555555556,0.4600000000000001,0.6048109965635738,0.2886597938144329,0.6401028277634963,0.6122448979591837,1
80,0.0,0,0,0.0515463917525773,0.0280612244897959,0.6666666666666665,0.5650000000000002,0.0652920962199312,0.0360824742268041,0.0539845758354755,0.0612244897959183,1
81,0.8,1,0,0.3402061855670103,0.2193877551020407,0.1111111111111111,0.2833333333333334,0.0446735395189003,0.1134020618556701,0.3084832904884318,0.1360544217687075,0
82,0.0,0,0,0.8865979381443299,0.7882653061224489,0.1111111111111111,0.8766666666666667,0.0996563573883161,0.0257731958762886,0.8483290488431877,0.5850340136054423,1
83,0.4,0,1,1.0,0.5331632653061223,0.7777777777777777,0.1050000000000001,0.8762886597938144,0.5876288659793815,0.6760925449871465,0.4625850340136054,0
84,0.6000000000000001,1,0,0.3505154639175258,0.211734693877551,1.0,0.5216666666666667,0.3230240549828179,0.0154639175257731,0.2570694087403599,0.2244897959183673,1
85,0.6000000000000001,0,1,0.288659793814433,0.2015306122448979,0.7777777777777777,0.6883333333333335,0.1821305841924398,0.2989690721649484,0.2750642673521851,0.2312925170068027,1
86,0.4,1,0,0.6804123711340205,0.5331632653061223,0.7777777777777777,0.2316666666666667,0.5876288659793815,0.2422680412371134,0.5912596401028278,0.2448979591836735,0
87,1.0,0,1,0.0927835051546391,0.0892857142857142,0.8888888888888888,0.145,0.0446735395189003,0.0618556701030927,0.0899742930591259,0.108843537414966,0
88,0.2,0,1,0.8762886597938143,0.7142857142857142,0.3333333333333333,0.17,0.7010309278350515,0.7010309278350515,0.7095115681233933,0.6938775510204083,0
89,0.8,1,1,0.1855670103092783,0.1964285714285714,0.2222222222222222,0.895,0.1752577319587628,0.134020618556701,0.0925449871465295,0.1972789115646258,1
90,0.4,0,0,0.9896907216494844,0.951530612244898,0.4444444444444445,0.5683333333333334,0.8281786941580755,0.0,0.5938303341902315,0.5170068027210885,1
91,0.8,1,0,0.5670103092783505,0.5306122448979591,0.8888888888888888,0.315,0.0171821305841924,0.2216494845360824,0.313624678663239,0.4081632653061224,0
92,0.8,1,0,0.8865979381443299,0.520408163265306,0.8888888888888888,0.4,0.6597938144329897,0.1649484536082474,0.5681233933161954,0.8639455782312926,0
93,0.8,1,0,0.3711340206185567,0.2193877551020407,0.1111111111111111,0.9066666666666668,0.3127147766323024,0.1804123711340206,0.3290488431876606,0.3197278911564626,1
94,0.2,1,0,0.1546391752577319,0.1556122448979591,0.4444444444444445,0.2533333333333334,0.0309278350515463,0.056701030927835,0.1362467866323907,0.1428571428571428,0
95,0.4,1,0,0.0824742268041237,0.0433673469387755,0.4444444444444445,0.1099999999999999,0.0412371134020618,0.0206185567010309,0.0745501285347043,0.0884353741496598,0
96,1.0,1,0,0.0103092783505154,0.0204081632653061,0.0,0.0,0.0034364261168384,0.0257731958762886,0.0102827763496143,0.0272108843537415,1
97,0.4,1,1,0.6597938144329897,0.375,0.8888888888888888,0.2833333333333334,0.0412371134020618,0.2474226804123711,0.4601542416452442,0.4761904761904762,0
98,0.4,0,0,0.8762886597938143,0.6301020408163265,1.0,0.935,0.5051546391752577,0.4381443298969072,0.5886889460154242,0.4965986394557823,1
99,0.8,1,0,0.9484536082474226,0.7423469387755102,0.5555555555555556,0.4366666666666667,0.8900343642611683,0.7835051546391752,0.9280205655526992,0.4829931972789116,1
100,0.0,1,0,0.4329896907216495,0.2678571428571428,0.6666666666666665,0.2716666666666667,0.0824742268041237,0.2474226804123711,0.3470437017994858,0.3197278911564626,0
101,0.8,0,0,0.0206185567010309,0.0153061224489795,0.5555555555555556,0.2966666666666667,0.0240549828178694,0.0051546391752577,0.0231362467866323,0.0068027210884353,0
102,0.4,0,1,0.0103092783505154,0.0204081632653061,0.0,0.6700000000000002,0.0103092783505154,0.0103092783505154,0.0051413881748071,0.0136054421768707,1
103,0.4,0,1,0.422680412371134,0.3214285714285714,1.0,0.53,0.3917525773195876,0.1855670103092783,0.2853470437017995,0.163265306122449,1
104,0.8,1,0,0.1443298969072164,0.1071428571428571,0.5555555555555556,0.5550000000000002,0.0240549828178694,0.0876288659793814,0.0976863753213367,0.1292517006802721,1
105,1.0,0,1,0.6185567010309277,0.5943877551020408,0.4444444444444445,0.0516666666666667,0.6357388316151202,0.5309278350515464,0.6041131105398458,0.5918367346938775,0
106,0.6000000000000001,0,1,0.4123711340206186,0.2397959183673469,0.7777777777777777,0.9016666666666668,0.268041237113402,0.0154639175257731,0.4215938303341902,0.3469387755102041,1
107,0.8,0,1,0.9072164948453608,0.4540816326530612,0.5555555555555556,0.7733333333333334,0.0206185567010309,0.8505154639175257,0.5269922879177379,0.7891156462585035,1
108,0.0,1,0,0.2577319587628866,0.2627551020408163,0.2222222222222222,0.4850000000000001,0.0446735395189003,0.1391752577319587,0.2467866323907455,0.1224489795918367,1
109,0.2,1,1,0.979381443298969,0.9081632653061223,0.0,0.6983333333333335,0.6735395189003436,0.3917525773195876,0.5167095115681235,0.7414965986394558,1
110,0.4,1,0,0.3195876288659794,0.1658163265306122,0.6666666666666665,0.0283333333333333,0.1168384879725085,0.0154639175257731,0.2930591259640103,0.2448979591836735,0
111,0.0,0,0,0.0103092783505154,0.0204081632653061,0.3333333333333333,0.7966666666666669,0.0274914089347079,0.0103092783505154,0.0154241645244215,0.0068027210884353,1
112,0.6000000000000001,1,1,0.7422680412371133,0.4566326530612244,0.6666666666666665,0.0033333333333334,0.1924398625429553,0.1597938144329896,0.4524421593830334,0.3401360544217687,0
113,1.0,0,0,0.7113402061855669,0.4948979591836734,0.3333333333333333,0.3366666666666666,0.2508591065292096,0.2886597938144329,0.6426735218508998,0.6666666666666667,0
114,1.0,0,1,0.7319587628865979,0.5561224489795917,0.8888888888888888,0.965,0.6701030927835051,0.5463917525773195,0.4884318766066838,0.6666666666666667,1
115,0.2,0,0,0.845360824742268,0.5892857142857142,0.6666666666666665,0.2283333333333334,0.5292096219931272,0.2989690721649484,0.8508997429305913,0.5510204081632654,0
116,0.0,0,1,0.3195876288659794,0.2678571428571428,0.5555555555555556,0.8283333333333334,0.0206185567010309,0.3092783505154639,0.1902313624678663,0.2244897959183673,1
117,0.8,0,1,0.5773195876288659,0.5841836734693877,0.8888888888888888,0.26,0.5532646048109966,0.2164948453608247,0.5732647814910027,0.5102040816326531,0
118,0.0,0,0,0.0412371134020618,0.0331632653061224,0.2222222222222222,0.5783333333333334,0.0515463917525773,0.0309278350515463,0.0308483290488431,0.0476190476190476,1
119,0.0,0,0,0.7216494845360825,0.3954081632653061,0.5555555555555556,0.1316666666666667,0.436426116838488,0.6288659793814433,0.544987146529563,0.2448979591836735,0
120,0.2,0,1,0.9175257731958762,0.8316326530612244,0.0,0.6950000000000001,0.0756013745704467,0.1030927835051546,0.5989717223650386,0.4013605442176871,1
121,1.0,1,0,0.0721649484536082,0.0510204081632653,0.7777777777777777,0.4083333333333334,0.0034364261168384,0.0103092783505154,0.0616966580976863,0.054421768707483,0
122,0.4,1,0,0.0618556701030927,0.0739795918367346,0.3333333333333333,0.0283333333333333,0.0103092783505154,0.0515463917525773,0.0437017994858611,0.0612244897959183,0
123,0.2,0,0,0.8556701030927835,0.8316326530612244,0.4444444444444445,0.45,0.1752577319587628,0.3195876288659793,0.519280205655527,0.3741496598639456,1
124,0.0,0,1,0.9072164948453608,0.4693877551020408,0.8888888888888888,0.9416666666666668,0.9209621993127148,0.0,0.5295629820051414,0.7687074829931974,1
125,0.6000000000000001,1,0,0.7010309278350515,0.4897959183673469,0.6666666666666665,0.6983333333333335,0.4192439862542955,0.5309278350515464,0.4601542416452442,0.6938775510204083,1
126,0.6000000000000001,1,0,0.0,0.0076530612244897,0.7777777777777777,0.8683333333333334,0.0137457044673539,0.0051546391752577,0.0051413881748071,0.0068027210884353,1
127,0.8,0,1,0.0206185567010309,0.0127551020408163,0.4444444444444445,0.9316666666666668,0.0309278350515463,0.0257731958762886,0.0128534704370179,0.0136054421768707,1
128,0.6000000000000001,0,0,0.5051546391752577,0.4566326530612244,0.4444444444444445,0.1583333333333333,0.0034364261168384,0.4123711340206185,0.390745501285347,0.4285714285714286,0
129,0.4,0,1,0.0515463917525773,0.058673469387755,0.5555555555555556,0.215,0.0549828178694158,0.0670103092783505,0.0616966580976863,0.054421768707483,0
130,0.6000000000000001,1,0,0.0206185567010309,0.0229591836734693,0.5555555555555556,0.935,0.0068728522336769,0.0309278350515463,0.0205655526992287,0.0136054421768707,1
131,0.0,0,1,0.958762886597938,0.5229591836734693,0.6666666666666665,0.4416666666666667,0.5189003436426116,0.61340206185567,0.8637532133676094,0.9115646258503404,1
132,1.0,1,0,0.8865979381443299,0.568877551020408,0.4444444444444445,0.095,0.2714776632302405,0.4432989690721649,0.4601542416452442,0.3333333333333333,0
133,0.6000000000000001,0,1,0.1649484536082474,0.0841836734693877,0.8888888888888888,0.275,0.0206185567010309,0.0257731958762886,0.1311053984575835,0.1768707482993197,0
134,0.8,0,1,0.6804123711340205,0.3469387755102041,0.3333333333333333,0.2983333333333333,0.4020618556701031,0.4690721649484536,0.6529562982005142,0.653061224489796,0
135,0.6000000000000001,0,0,0.134020618556701,0.1326530612244897,0.7777777777777777,0.6950000000000001,0.0721649484536082,0.0412371134020618,0.1053984575835475,0.0884353741496598,1
136,0.6000000000000001,1,0,0.1443298969072164,0.1326530612244897,0.5555555555555556,0.2083333333333333,0.0206185567010309,0.0412371134020618,0.1311053984575835,0.0612244897959183,0
137,0.4,0,0,0.4536082474226804,0.4183673469387755,0.0,0.81,0.0068728522336769,0.3041237113402061,0.3496143958868895,0.4149659863945578,1
138,1.0,0,1,0.2061855670103092,0.1632653061224489,0.2222222222222222,0.1366666666666667,0.1512027491408934,0.0670103092783505,0.2133676092544987,0.0748299319727891,0
139,0.6000000000000001,0,1,0.2783505154639175,0.2091836734693877,0.5555555555555556,0.44,0.0343642611683848,0.1597938144329896,0.1850899742930591,0.1224489795918367,1
140,0.0,1,0,0.0,0.010204081632653,0.3333333333333333,0.3350000000000001,0.0171821305841924,0.0103092783505154,0.0102827763496143,0.0068027210884353,0
141,0.4,0,1,0.2371134020618556,0.2321428571428571,0.4444444444444445,0.7116666666666667,0.2268041237113402,0.211340206185567,0.2365038560411311,0.2244897959183673,1
142,0.8,0,0,0.3505154639175258,0.183673469387755,0.2222222222222222,0.99,0.0378006872852233,0.3350515463917525,0.1825192802056555,0.1904761904761905,1
143,0.0,1,1,0.5463917525773195,0.4183673469387755,0.8888888888888888,0.8816666666666668,0.1890034364261168,0.0670103092783505,0.3213367609254499,0.4013605442176871,1
144,0.8,0,0,0.6597938144329897,0.4362244897959184,1.0,0.3433333333333334,0.0893470790378006,0.5154639175257731,0.6580976863753214,0.489795918367347,0
145,0.4,1,1,0.8659793814432989,0.8112244897959183,0.2222222222222222,0.8366666666666667,0.3230240549828179,0.8608247422680412,0.622107969151671,0.6666666666666667,1
146,1.0,0,0,0.0412371134020618,0.0306122448979591,0.6666666666666665,0.405,0.0103092783505154,0.0463917525773195,0.0462724935732647,0.0204081632653061,0
147,0.6000000000000001,1,1,0.1237113402061855,0.0739795918367346,1.0,0.7866666666666668,0.0824742268041237,0.0463917525773195,0.1233933161953727,0.108843537414966,1
148,0.6000000000000001,1,0,0.3917525773195876,0.2755102040816327,0.5555555555555556,0.4533333333333333,0.3333333333333333,0.0051546391752577,0.313624678663239,0.163265306122449,1
149,0.0,0,1,0.4845360824742268,0.2959183673469387,0.7777777777777777,0.6816666666666666,0.5017182130584192,0.0463917525773195,0.467866323907455,0.2585034013605442,1
150,1.0,1,0,0.1855670103092783,0.1505102040816326,0.8888888888888888,0.17,0.1374570446735395,0.1082474226804123,0.1773778920308483,0.0748299319727891,0
151,0.2,0,1,0.5154639175257731,0.4846938775510204,0.3333333333333333,0.3016666666666667,0.4914089347079037,0.4896907216494845,0.4755784061696658,0.2857142857142857,0
152,1.0,1,1,0.8969072164948453,0.7270408163265305,0.2222222222222222,0.7866666666666668,0.4673539518900343,0.2835051546391752,0.5167095115681235,0.5714285714285715,1
153,0.2,1,1,0.6494845360824741,0.5178571428571428,0.0,0.01,0.5463917525773195,0.0979381443298969,0.4575835475578406,0.217687074829932,1
154,0.4,0,0,0.1134020618556701,0.1071428571428571,0.2222222222222222,0.1916666666666667,0.0,0.0463917525773195,0.0668380462724935,0.0816326530612245,0
155,0.6000000000000001,0,0,0.9484536082474226,0.885204081632653,0.7777777777777777,0.4133333333333334,0.6254295532646048,0.2268041237113402,0.9203084832904884,0.326530612244898,0
156,1.0,0,0,0.4948453608247422,0.2780612244897959,0.3333333333333333,0.6683333333333334,0.3127147766323024,0.0257731958762886,0.352185089974293,0.3129251700680272,1
157,0.4,1,0,0.288659793814433,0.1887755102040816,0.5555555555555556,0.9833333333333334,0.1615120274914089,0.2216494845360824,0.2082262210796915,0.1428571428571428,1
158,1.0,0,1,1.0,0.8418367346938774,0.2222222222222222,0.1066666666666666,0.1821305841924398,0.963917525773196,0.7069408740359898,0.5646258503401361,0
159,1.0,1,1,0.0515463917525773,0.0255102040816326,1.0,0.6733333333333333,0.0549828178694158,0.0,0.0488431876606683,0.0408163265306122,1
160,0.6000000000000001,1,1,0.3917525773195876,0.2627551020408163,0.4444444444444445,0.03,0.0515463917525773,0.2628865979381443,0.1979434447300771,0.3333333333333333,0
161,1.0,0,0,0.2989690721649484,0.2372448979591836,0.0,0.7683333333333333,0.1993127147766323,0.0927835051546391,0.2596401028277635,0.2857142857142857,1
162,0.8,0,0,0.4432989690721649,0.3775510204081632,0.2222222222222222,0.655,0.127147766323024,0.0773195876288659,0.4498714652956298,0.4081632653061224,1
163,0.6000000000000001,0,0,0.979381443298969,0.5178571428571428,0.7777777777777777,0.3733333333333334,0.831615120274914,0.5721649484536082,0.6966580976863754,0.4149659863945578,0
164,0.4,0,1,0.1855670103092783,0.1275510204081632,0.4444444444444445,0.635,0.1683848797250859,0.0721649484536082,0.1028277634961439,0.1972789115646258,1
165,0.4,1,1,0.8144329896907216,0.5612244897959183,0.8888888888888888,0.7283333333333335,0.7663230240549828,0.6494845360824743,0.686375321336761,0.4965986394557823,1
166,0.0,0,0,0.5670103092783505,0.3979591836734694,0.7777777777777777,0.5633333333333335,0.0034364261168384,0.4896907216494845,0.4113110539845758,0.3061224489795918,1
167,0.8,0,0,0.5773195876288659,0.3188775510204081,0.0,0.5933333333333335,0.0171821305841924,0.2577319587628865,0.403598971722365,0.1904761904761905,1
168,0.2,1,0,0.1649484536082474,0.1581632653061224,0.2222222222222222,0.4,0.0859106529209622,0.1649484536082474,0.1208226221079691,0.0748299319727891,0
